_id,date,state,ad_count,avg_age,email_count,phone_count
6221458840741654807e24a8,2022-02-27,MAINE,4,25.5,0,2
6221458840741654807e24a9,2022-02-28,OHIO,1061,27.38077285579642,0,504
6221458840741654807e24aa,2022-02-26,HAWAII,17,25.176470588235293,0,12
6221458840741654807e24ab,2022-03-02,NEW JERSEY,335,26.749253731343284,0,237
6221458840741654807e24ac,2022-02-25,OREGON,371,28.258760107816713,1,206
6221458840741654807e24ad,2022-03-02,MONTANA,14,26.285714285714285,0,9
6221458840741654807e24ae,2022-03-02,IDAHO,4,26.0,0,4
6221458840741654807e24af,2022-02-25,NEW YORK,1485,26.495622895622894,1,756
6221458840741654807e24b0,2022-02-28,MICHIGAN,692,27.290462427745666,1,418
6221458840741654807e24b1,2022-02-25,SOUTH DAKOTA,1,31.0,0,1
6221458840741654807e24b2,2022-02-27,NEW JERSEY,446,26.661434977578477,0,200
6221458840741654807e24b3,2022-02-27,WEST VIRGINIA,12,26.583333333333332,0,5
6221458840741654807e24b4,2022-02-28,NEW HAMPSHIRE,5,28.2,0,4
6221458840741654807e24b5,2022-02-28,IDAHO,6,26.0,0,5
6221458840741654807e24b6,2022-03-02,OREGON,171,27.269005847953217,1,139
6221458840741654807e24b7,2022-02-27,NEW MEXICO,108,26.14814814814815,0,23
6221458840741654807e24b8,2022-02-26,SOUTH CAROLINA,678,27.3023598820059,1,308
6221458840741654807e24b9,2022-02-25,NORTH CAROLINA,1311,27.141113653699467,0,618
6221458840741654807e24ba,2022-02-27,WASHINGTON,778,26.118251928020566,1,319
6221458840741654807e24bb,2022-02-27,NEBRASKA,22,27.454545454545453,0,15
6221458840741654807e24bc,2022-03-01,KENTUCKY,342,29.093567251461987,1,212
6221458840741654807e24bd,2022-03-01,SOUTH CAROLINA,655,27.46564885496183,1,307
6221458840741654807e24be,2022-03-02,NEW MEXICO,55,25.927272727272726,0,14
6221458840741654807e24bf,2022-02-27,MONTANA,20,27.8,0,8
6221458840741654807e24c0,2022-02-26,MASSACHUSETTS,438,27.068493150684933,1,251
6221458840741654807e24c1,2022-03-02,WEST VIRGINIA,10,26.1,0,4
6221458840741654807e24c2,2022-03-02,NEBRASKA,16,27.0625,0,13
6221458840741654807e24c3,2022-02-27,IDAHO,6,24.666666666666668,0,4
6221458840741654807e24c4,2022-02-27,COLORADO,614,27.798045602605864,2,329
6221458840741654807e24c5,2022-02-26,SOUTH DAKOTA,1,31.0,0,1
6221458840741654807e24c6,2022-02-26,ENGLAND,1,29.0,0,1
6221458840741654807e24c7,2022-02-28,QUEBEC,6,28.5,0,6
6221458840741654807e24c8,2022-03-01,MASSACHUSETTS,543,26.736648250460405,1,305
6221458840741654807e24c9,2022-03-01,MINNESOTA,432,26.83101851851852,0,242
6221458840741654807e24ca,2022-03-01,IOWA,44,27.568181818181817,0,17
6221458840741654807e24cb,2022-02-26,OREGON,353,28.218130311614733,1,191
6221458840741654807e24cc,2022-03-02,MASSACHUSETTS,369,26.59349593495935,2,290
6221458840741654807e24cd,2022-03-02,HAWAII,12,24.666666666666668,0,11
6221458840741654807e24ce,2022-03-02,SOUTH DAKOTA,1,31.0,0,1
